"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.questionType","Answer.rating54","Answer.rating57","Answer.ratingcircuit","Answer.rating32","Answer.rating26","Answer.rating22","Answer.rating19","Answer.rating18","Answer.rating11","Answer.rating12","Answer.ratingball","Answer.rating6","Answer.rating50","Answer.rating47","Answer.rating43","Answer.rating33","Answer.rating25","Answer.rating28","Answer.rating21","Answer.rating7","Answer.rating8","Answer.rating52","Answer.rating48","Answer.rating16","Answer.rating14","Answer.rating1","Answer.rating3","Answer.rating42","Answer.rating39","Answer.rating30","Answer.rating23","Answer.rating17","Answer.rating53","Answer.rating40","Answer.rating31","Answer.rating5","Answer.rating59","Answer.rating56","Answer.rating34","Answer.rating20","Answer.rating2","Answer.rating51","Answer.rating27","Answer.rating55","Answer.rating46","Answer.rating44","Answer.rating13","Answer.rating58","Answer.rating36","Answer.rating24","Answer.rating9","Answer.rating41","Answer.rating38","Answer.rating4","Answer.rating60","Answer.rating49","Answer.rating45","Answer.rating37","Answer.rating15","Answer.rating10","Answer.rating29","Answer.rating35","workerid"
"11","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YVW5XH0JPPS1VQYAUCSV75O7R1FL7","Submitted","Wed May 15 12:28:39 PDT 2013","Tue Apr 30 12:27:42 PDT 2013","Tue Apr 30 12:28:39 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","0.3235294117647059","0.8529411764705882","","","0.10962566844919786","","","","","0.18716577540106952","","","","","","","0.11229946524064172",NA,"0.0855614973262032","","","","",NA,"","",NA,"","","","0.46524064171123","0.7486631016042781","","","","","","","","","",NA,"","","0.40106951871657753","","","","","","","0.9411764705882353","0.09893048128342247","0.32620320855614976","","","","","","","","11"
"12","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2AKPW1INMHGY9XP3JF26HFMJ1TTI5D","Submitted","Wed May 15 12:28:49 PDT 2013","Tue Apr 30 12:28:16 PDT 2013","Tue Apr 30 12:28:49 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8957219251336899","","0.9224598930481284","0.40641711229946526","","0.9278074866310161","","","0","","","0.5588235294117647","","","0.679144385026738","",NA,"","","","","",NA,"","",NA,"","","","","","","","","","","","0.18449197860962566","","",NA,"","","","","","1","","0.732620320855615","","","","","0.39037433155080214","0.6096256684491979","","","","","","12"
"13","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2PVQ0JG5TYMNVP4B0E69YSSLJ6XGK5","Submitted","Wed May 15 12:28:55 PDT 2013","Tue Apr 30 12:28:32 PDT 2013","Tue Apr 30 12:28:55 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.9598930481283422","0.7219251336898396","","","","0.6631016042780749","","","0.08288770053475936","","","","","0.606951871657754","0.7165775401069518","",NA,"","0.5909090909090909","","","",NA,"","",NA,"","","","","0.4144385026737968","","","","","","","","0.4144385026737968","",NA,"","","","","0.16042780748663102","","","","","","0.3074866310160428","","","0.5775401069518716","","","","","","13"
"14","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","22KZVXX2Q45UDDWOULEI21NWUTBQ8Q","Submitted","Wed May 15 12:29:00 PDT 2013","Tue Apr 30 12:27:58 PDT 2013","Tue Apr 30 12:29:00 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.7272727272727273","","","","","","","","0.22459893048128343","","","","","","","",NA,"","0.45187165775401067","0.5614973262032086","0.5","",NA,"","",NA,"","","","","0.5614973262032086","","0.5","0.446524064171123","","","","","","0.6042780748663101",NA,"0.39037433155080214","0.39037433155080214","","","","","","","","","","","0.30213903743315507","","","","","","","14"
"15","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2OJSQV66RLPH1M9HR11VQI669OLD56","Submitted","Wed May 15 12:29:09 PDT 2013","Tue Apr 30 12:28:21 PDT 2013","Tue Apr 30 12:29:09 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","0.344","0.9466666666666667","","0.5813333333333334","","","","","","0.36","","0.6053333333333333","","0.848","0.808","","",NA,"","","","","",NA,"","",0.5,"","","","","","","","","","","","","","",NA,"","","0.16266666666666665","","0.6426666666666667","","","","0.9093333333333333","","","","0.3546666666666667","","","","","","","15"
"16","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2EYUXFCD45XCXMTDOSKKON3X2UZXVZ","Submitted","Wed May 15 12:29:14 PDT 2013","Tue Apr 30 12:28:48 PDT 2013","Tue Apr 30 12:29:14 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8074866310160428","0.42245989304812837","","","","","","","0.16844919786096257","","","0.5882352941176471","","","","",NA,"0.5748663101604278","0.2914438502673797","0.6978609625668449","","",NA,"","",NA,"","","","","","","","","","","","","","0.8342245989304813",0.684491978609626,"","","","","","","","","","","","","","","0.43315508021390375","0.28342245989304815","0.31283422459893045","","","16"
"17","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2G5G67D1X3V0YD6CKPTJK1MBBPFIBE","Submitted","Wed May 15 12:29:44 PDT 2013","Tue Apr 30 12:28:59 PDT 2013","Tue Apr 30 12:29:44 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8315508021390374","","","","","","","","0.07754010695187166","","","0.3582887700534759","","","","",NA,"","","","","",NA,"","",NA,"","","0.6443850267379679","","0.6363636363636364","","","0.5","0.5","","","","0.767379679144385","0.5",NA,"","","0.17914438502673796","","","","0.20855614973262032","","","","","","","0.5","","","","","","17"
"18","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2ZOZ9RNDWIOVKLDSJ84TMU17KIUFU1","Submitted","Wed May 15 12:30:00 PDT 2013","Tue Apr 30 12:29:15 PDT 2013","Tue Apr 30 12:30:00 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","0.13636363636363635","0.034759358288770054","0.9171122994652406","0.5374331550802139","","","","","","","0.1497326203208556","","","","","","","",NA,"","","","","",NA,"0.24331550802139038","",NA,"","","","","","","","","","","","0.13368983957219252","","",0.804812834224599,"","","","0.45989304812834225","","","","","","0.5668449197860963","0.37433155080213903","","","","","","","0.1711229946524064","","18"
"19","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2CEIKMN9U8P9HWETS1OI9SU24RVTCD","Submitted","Wed May 15 12:30:05 PDT 2013","Tue Apr 30 12:29:40 PDT 2013","Tue Apr 30 12:30:05 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","1","","","","","","","","0","","","","","","0.5","",NA,"","0.2700534759358289","0.8449197860962567","","",1,"","0",NA,"","","","","","","","","","","0.14171122994652408","","","0.15240641711229946",NA,"","","","","0.8048128342245989","","","","","0.660427807486631","","","0.2647058823529412","","","","","","","19"
"20","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","28TTHV8ER9Y8CGQII4JMBKFLE7K3QC","Submitted","Wed May 15 12:30:23 PDT 2013","Tue Apr 30 12:29:51 PDT 2013","Tue Apr 30 12:30:23 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.7540106951871658","","","","","","","","0.053475935828877004","","","","","","","",NA,"","","","","",NA,"","",NA,"","","","0.6122994652406417","0.9438502673796791","","","","0.5","","0.5","","","0.6336898395721925",NA,"","0.24064171122994651","","0.3235294117647059","0.4411764705882353","","0.5668449197860963","","","","","","","","","","0.42780748663101603","","","20"
"21","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","277B0HFL42J14RB87CT7S0IK1PD0LP","Submitted","Wed May 15 12:30:29 PDT 2013","Tue Apr 30 12:28:39 PDT 2013","Tue Apr 30 12:30:29 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.8262032085561497","","","","","0.42245989304812837","0.38235294117647056","","0.24064171122994651","0.5","","","0.28342245989304815","","","",NA,"","","","","",NA,"","",NA,"","","","","0.6042780748663101","","","","0.0374331550802139","","","","","",NA,"","","","","","0.5935828877005348","","","0.446524064171123","","","0.4144385026737968","","","","","0.4304812834224599","","","21"
"22","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2790JPPSI2KYXIRSLCWKRM6058KJPD","Submitted","Wed May 15 12:30:32 PDT 2013","Tue Apr 30 12:29:53 PDT 2013","Tue Apr 30 12:30:32 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.6550802139037433","","0.5481283422459893","0.22459893048128343","","","0.5401069518716578","","0.25668449197860965","","0.3449197860962567","","","","","",NA,"0.47058823529411764","","","","",NA,"","",NA,"","","0.5989304812834224","","","","","0.4037433155080214","","","","","","",NA,"","","","","","","","","","","","","","","0.29411764705882354","","0.44919786096256686","","0.7513368983957219","22"
"23","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2HSG5R98D8J3E7DWOXKN4CG78HGEUJ","Submitted","Wed May 15 12:30:42 PDT 2013","Tue Apr 30 12:30:02 PDT 2013","Tue Apr 30 12:30:42 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.9625668449197861","","","","","0.6818181818181818","","","0.040106951871657755","","","","0.8983957219251337","0.9625668449197861","","",NA,"","","","","",NA,"","",NA,"0.14171122994652408","0.7513368983957219","","","","","","","","0.12566844919786097","","","","",NA,"0.6871657754010695","0.0481283422459893","0.05614973262032086","","","","","","","","","","","","","","","","0.9973262032085561","23"
"24","2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2YUXERSQV66R4INIP88V2AVKIJK2AG","How would you rate this picture? (2 mins)","Short 2-minute rating game.","experiment, psychology, game","$0.15","Tue Apr 30 11:48:41 PDT 2013",60,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Tue May 07 11:48:41 PDT 2013","http://requester.mturk.com/mturk/manageHIT?HITId=2RT6BFMFFOYY1M7TFK4GKSC224NYLC","2QFTBJ3MMDX5YIDN27BHH9MHJTDYC7","Submitted","Wed May 15 12:31:12 PDT 2013","Tue Apr 30 12:30:41 PDT 2013","Tue Apr 30 12:31:12 PDT 2013",NA,NA,NA,NA,NA,"""complicated""","","","0.5855614973262032","0.5828877005347594","","0.5","","","","","0.3689839572192513","","","","","","","",NA,"","","","","",NA,"","",NA,"0.5","","0.6256684491978609","0.35294117647058826","","0.5","0.5","","","","","","0.5","",NA,"","","0.4037433155080214","","","0.6978609625668449","","","","","","","","","","","","","","24"
