"","workerid","trial","criticalComplicated","criticalSimple","langCondition","objCondition","response","responseSide","responseValue","word"
"683","A1C4ELR4DQ22Q6","2","""40""","""6""","""short""","""2-3""","""6""","""left""","""simple""","""bugorn"""
"684","A1C4ELR4DQ22Q6","3","""30""","""22""","""short""","""2-4""","""30""","""right""","""complex""","""torun"""
"685","A1C4ELR4DQ22Q6","4","""23""","""51""","""short""","""4-4""","""23""","""right""","""complex""","""lopus"""
"686","A1C4ELR4DQ22Q6","5","""15""","""20""","""long""","""1-1""","""20""","""left""","""simple""","""pakuwugnum"""
"687","A1C4ELR4DQ22Q6","6","""56""","""8""","""short""","""3-3""","""8""","""left""","""simple""","""vatrus"""
"688","A1C4ELR4DQ22Q6","7","""35""","""44""","""long""","""1-5""","""35""","""left""","""complex""","""tiburalex"""
"689","A1C57DJF1HCR3Q","0","""24""","""46""","""long""","""1-3""","""24""","""right""","""complex""","""kibagronan"""
"690","A1C57DJF1HCR3Q","1","""10""","""4""","""long""","""2-2""","""10""","""right""","""complex""","""pakuwugnum"""
"691","A1C57DJF1HCR3Q","2","""32""","""56""","""short""","""3-5""","""56""","""right""","""simple""","""vatrus"""
"692","A1C57DJF1HCR3Q","3","""30""","""22""","""long""","""2-4""","""22""","""left""","""simple""","""gaburatum"""
"693","A1C57DJF1HCR3Q","4","""50""","""39""","""long""","""3-3""","""50""","""left""","""complex""","""mipatorun"""
"694","A1C57DJF1HCR3Q","5","""36""","""2""","""short""","""2-5""","""2""","""right""","""simple""","""ralex"""
"695","A1C57DJF1HCR3Q","6","""51""","""16""","""short""","""3-4""","""51""","""right""","""complex""","""bugorn"""
"696","A1C57DJF1HCR3Q","7","""33""","""29""","""short""","""1-5""","""29""","""left""","""simple""","""lopus"""
"697","A1CA46R2A6TV9W","0","""1""","""40""","""long""","""3-3""","""1""","""left""","""complex""","""binivatrus"""
"698","A1CA46R2A6TV9W","1","""36""","""28""","""long""","""1-5""","""36""","""left""","""complex""","""fepolopus"""
"699","A1CA46R2A6TV9W","2","""51""","""2""","""long""","""2-4""","""51""","""right""","""complex""","""tupabugorn"""
"700","A1CA46R2A6TV9W","3","""26""","""47""","""short""","""4-4""","""47""","""left""","""simple""","""gronan"""
"701","A1CA46R2A6TV9W","4","""19""","""57""","""short""","""1-1""","""19""","""right""","""complex""","""ratum"""
"702","A1CA46R2A6TV9W","5","""56""","""15""","""long""","""1-3""","""15""","""left""","""simple""","""pakuwugnum"""
"703","A1CA46R2A6TV9W","6","""22""","""20""","""short""","""1-2""","""20""","""right""","""simple""","""ralex"""
"704","A1CA46R2A6TV9W","7","""39""","""4""","""short""","""2-3""","""39""","""right""","""complex""","""torun"""
"705","A1CMJRFWUGU95S","0","""36""","""5""","""long""","""2-5""","""36""","""left""","""complex""","""gaburatum"""
"706","A1CMJRFWUGU95S","1","""30""","""12""","""long""","""3-4""","""30""","""left""","""complex""","""pakuwugnum"""
"707","A1CMJRFWUGU95S","2","""40""","""20""","""short""","""1-3""","""20""","""right""","""simple""","""ralex"""
"708","A1CMJRFWUGU95S","3","""32""","""38""","""short""","""5-5""","""38""","""right""","""simple""","""gronan"""
"709","A1CMJRFWUGU95S","4","""44""","""3""","""long""","""1-1""","""3""","""right""","""simple""","""fepolopus"""
"710","A1CMJRFWUGU95S","5","""11""","""6""","""short""","""2-4""","""6""","""right""","""simple""","""bugorn"""
"711","A1CMJRFWUGU95S","6","""37""","""34""","""short""","""2-2""","""37""","""left""","""complex""","""vatrus"""
"712","A1CMJRFWUGU95S","7","""42""","""51""","""long""","""4-4""","""42""","""right""","""complex""","""mipatorun"""
"713","A1CR8UTNOC98SP","0","""12""","""19""","""long""","""1-3""","""12""","""left""","""complex""","""gaburatum"""
"714","A1CR8UTNOC98SP","1","""56""","""1""","""long""","""3-3""","""56""","""left""","""complex""","""binivatrus"""
"715","A1CR8UTNOC98SP","2","""17""","""59""","""long""","""1-2""","""17""","""right""","""complex""","""pakuwugnum"""
"716","A1CR8UTNOC98SP","3","""47""","""15""","""short""","""1-4""","""47""","""left""","""complex""","""lopus"""
"717","A1CR8UTNOC98SP","4","""36""","""3""","""short""","""1-5""","""3""","""right""","""simple""","""bugorn"""
"718","A1CR8UTNOC98SP","5","""5""","""6""","""long""","""2-2""","""5""","""right""","""complex""","""tiburalex"""
"719","A1CR8UTNOC98SP","6","""31""","""51""","""short""","""4-4""","""51""","""right""","""simple""","""gronan"""
"720","A1CR8UTNOC98SP","7","""29""","""44""","""short""","""1-1""","""29""","""left""","""complex""","""torun"""
"721","A1CS1JR0VYAM2T","0","""37""","""34""","""short""","""2-2""","""34""","""right""","""simple""","""wugnum"""
"722","A1CS1JR0VYAM2T","1","""7""","""49""","""short""","""2-3""","""7""","""right""","""complex""","""ralex"""
"723","A1CS1JR0VYAM2T","2","""60""","""46""","""short""","""1-3""","""60""","""right""","""complex""","""bugorn"""
"724","A1CS1JR0VYAM2T","3","""36""","""3""","""long""","""1-5""","""3""","""right""","""simple""","""mipatorun"""
"725","A1CS1JR0VYAM2T","4","""48""","""12""","""long""","""3-3""","""48""","""left""","""complex""","""gaburatum"""
"726","A1CS1JR0VYAM2T","5","""25""","""40""","""long""","""3-5""","""40""","""left""","""simple""","""kibagronan"""
"727","A1CS1JR0VYAM2T","6","""51""","""31""","""long""","""4-4""","""51""","""left""","""complex""","""binivatrus"""
"728","A1CS1JR0VYAM2T","7","""2""","""28""","""short""","""1-2""","""2""","""left""","""complex""","""lopus"""
"729","A1CSQ6J2FM4IIF","0","""43""","""14""","""long""","""5-5""","""14""","""left""","""simple""","""binivatrus"""
"730","A1CSQ6J2FM4IIF","1","""33""","""37""","""long""","""2-5""","""37""","""right""","""simple""","""pakuwugnum"""
"731","A1CSQ6J2FM4IIF","2","""45""","""49""","""short""","""2-4""","""45""","""left""","""complex""","""ratum"""
"732","A1CSQ6J2FM4IIF","3","""21""","""57""","""short""","""1-5""","""21""","""left""","""complex""","""ralex"""
"733","A1CSQ6J2FM4IIF","4","""50""","""46""","""short""","""1-3""","""46""","""left""","""simple""","""gronan"""
"734","A1CSQ6J2FM4IIF","5","""40""","""5""","""long""","""2-3""","""40""","""right""","""complex""","""fepolopus"""
"735","A1CSQ6J2FM4IIF","6","""2""","""17""","""long""","""2-2""","""2""","""left""","""complex""","""tupabugorn"""
"736","A1CSQ6J2FM4IIF","7","""28""","""13""","""short""","""1-1""","""13""","""left""","""simple""","""torun"""
"737","A1CZAPTKK9FATG","0","""33""","""29""","""long""","""1-5""","""29""","""left""","""simple""","""tupabugorn"""
"738","A1CZAPTKK9FATG","1","""49""","""4""","""long""","""2-2""","""49""","""right""","""complex""","""fepolopus"""
"739","A1CZAPTKK9FATG","2","""6""","""15""","""short""","""1-2""","""6""","""right""","""complex""","""vatrus"""
"740","A1CZAPTKK9FATG","3","""38""","""51""","""long""","""4-5""","""38""","""left""","""complex""","""mipatorun"""
"741","A1CZAPTKK9FATG","4","""31""","""9""","""short""","""2-4""","""9""","""left""","""simple""","""ralex"""
"742","A1CZAPTKK9FATG","5","""41""","""12""","""long""","""3-4""","""41""","""left""","""complex""","""kibagronan"""
"743","A1CZAPTKK9FATG","6","""14""","""16""","""short""","""3-5""","""16""","""right""","""simple""","""wugnum"""
"744","A1CZAPTKK9FATG","7","""47""","""18""","""short""","""4-4""","""47""","""right""","""complex""","""ratum"""
"745","A1D05CLZ03L5KH","0","""21""","""36""","""long""","""5-5""","""36""","""left""","""simple""","""mipatorun"""
"746","A1D05CLZ03L5KH","1","""45""","""22""","""short""","""2-4""","""22""","""right""","""simple""","""wugnum"""
"747","A1D05CLZ03L5KH","2","""53""","""50""","""short""","""3-5""","""53""","""left""","""complex""","""ratum"""
"748","A1D05CLZ03L5KH","3","""20""","""19""","""short""","""1-1""","""20""","""right""","""complex""","""ralex"""
"749","A1D05CLZ03L5KH","4","""1""","""29""","""short""","""1-3""","""1""","""left""","""complex""","""gronan"""
"750","A1D05CLZ03L5KH","5","""60""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""tupabugorn"""
"751","A1D05CLZ03L5KH","6","""35""","""49""","""long""","""2-5""","""49""","""right""","""simple""","""fepolopus"""
"752","A1D05CLZ03L5KH","7","""26""","""47""","""long""","""4-4""","""26""","""left""","""complex""","""binivatrus"""
"753","A1D1DV3U4A005I","0","""41""","""16""","""long""","""3-4""","""41""","""left""","""complex""","""gaburatum"""
"754","A1D1DV3U4A005I","1","""45""","""11""","""short""","""4-4""","""45""","""right""","""complex""","""wugnum"""
"755","A1D1DV3U4A005I","2","""14""","""7""","""short""","""3-5""","""14""","""left""","""complex""","""bugorn"""
"756","A1D1DV3U4A005I","3","""10""","""22""","""short""","""2-2""","""10""","""right""","""complex""","""lopus"""
"757","A1D1DV3U4A005I","4","""12""","""15""","""long""","""1-3""","""12""","""left""","""complex""","""mipatorun"""
"758","A1D1DV3U4A005I","5","""8""","""50""","""short""","""3-3""","""8""","""left""","""complex""","""ralex"""
"759","A1D1DV3U4A005I","6","""43""","""31""","""long""","""4-5""","""31""","""left""","""simple""","""binivatrus"""
"760","A1D1DV3U4A005I","7","""35""","""4""","""long""","""2-5""","""4""","""right""","""simple""","""kibagronan"""
"761","A1D4A0N1ZJ3D6G","0","""30""","""48""","""short""","""3-4""","""30""","""right""","""complex""","""vatrus"""
"762","A1D4A0N1ZJ3D6G","1","""47""","""42""","""long""","""4-4""","""47""","""right""","""complex""","""kibagronan"""
"763","A1D4A0N1ZJ3D6G","2","""7""","""16""","""short""","""3-3""","""7""","""left""","""complex""","""ratum"""
"764","A1D4A0N1ZJ3D6G","3","""31""","""49""","""long""","""2-4""","""49""","""left""","""simple""","""pakuwugnum"""
"765","A1D4A0N1ZJ3D6G","4","""14""","""33""","""long""","""5-5""","""14""","""left""","""complex""","""mipatorun"""
"766","A1D4A0N1ZJ3D6G","5","""15""","""20""","""short""","""1-1""","""20""","""right""","""simple""","""lopus"""
"767","A1D4A0N1ZJ3D6G","6","""11""","""3""","""long""","""1-4""","""3""","""left""","""simple""","""tiburalex"""
"768","A1D4A0N1ZJ3D6G","7","""22""","""57""","""short""","""1-2""","""57""","""right""","""simple""","""bugorn"""
"769","A1DAD6EHH6YBQW","0","""18""","""10""","""long""","""2-4""","""18""","""left""","""complex""","""kibagronan"""
"770","A1DAD6EHH6YBQW","1","""21""","""12""","""short""","""3-5""","""21""","""right""","""complex""","""ratum"""
"771","A1DAD6EHH6YBQW","2","""42""","""28""","""short""","""1-4""","""42""","""right""","""complex""","""torun"""
"772","A1DAD6EHH6YBQW","3","""34""","""49""","""short""","""2-2""","""49""","""left""","""simple""","""vatrus"""
"773","A1DAD6EHH6YBQW","4","""16""","""46""","""long""","""1-3""","""46""","""right""","""simple""","""tiburalex"""
"774","A1DAD6EHH6YBQW","5","""19""","""29""","""long""","""1-1""","""29""","""right""","""simple""","""tupabugorn"""
"775","A1DAD6EHH6YBQW","6","""45""","""58""","""long""","""4-4""","""58""","""left""","""simple""","""fepolopus"""
"776","A1DAD6EHH6YBQW","7","""52""","""26""","""short""","""4-5""","""26""","""left""","""simple""","""wugnum"""
"777","A1DIBVH001R8SI","0","""20""","""29""","""long""","""1-1""","""20""","""left""","""complex""","""fepolopus"""
"778","A1DIBVH001R8SI","1","""36""","""32""","""short""","""5-5""","""32""","""right""","""simple""","""bugorn"""
"779","A1DIBVH001R8SI","2","""34""","""15""","""short""","""1-2""","""34""","""left""","""complex""","""torun"""
"780","A1DIBVH001R8SI","3","""8""","""44""","""short""","""1-3""","""44""","""right""","""simple""","""gronan"""
"781","A1DIBVH001R8SI","4","""47""","""6""","""long""","""2-4""","""47""","""right""","""complex""","""tiburalex"""
"782","A1DIBVH001R8SI","5","""27""","""58""","""short""","""4-5""","""58""","""left""","""simple""","""vatrus"""
"783","A1DIBVH001R8SI","6","""26""","""41""","""long""","""4-4""","""41""","""right""","""simple""","""pakuwugnum"""
"784","A1DIBVH001R8SI","7","""43""","""50""","""long""","""3-5""","""50""","""left""","""simple""","""gaburatum"""
"785","A1DUT0SOZWN4SA","0","""56""","""4""","""short""","""2-3""","""4""","""right""","""simple""","""vatrus"""
"786","A1DUT0SOZWN4SA","1","""23""","""37""","""short""","""2-4""","""37""","""right""","""simple""","""ralex"""
"787","A1DUT0SOZWN4SA","2","""9""","""6""","""short""","""2-2""","""9""","""right""","""complex""","""lopus"""
"788","A1DUT0SOZWN4SA","3","""42""","""15""","""long""","""1-4""","""15""","""right""","""simple""","""pakuwugnum"""
"789","A1DUT0SOZWN4SA","4","""18""","""24""","""long""","""3-4""","""18""","""left""","""complex""","""mipatorun"""
"790","A1DUT0SOZWN4SA","5","""39""","""28""","""short""","""1-3""","""39""","""right""","""complex""","""ratum"""
"791","A1DUT0SOZWN4SA","6","""34""","""20""","""long""","""1-2""","""34""","""left""","""complex""","""tupabugorn"""
"792","A1DUT0SOZWN4SA","7","""58""","""51""","""long""","""4-4""","""51""","""right""","""simple""","""kibagronan"""
"793","A1E1XXSCJHEA3T","0","""24""","""8""","""long""","""3-3""","""24""","""right""","""complex""","""kibagronan"""
"794","A1E1XXSCJHEA3T","1","""21""","""42""","""long""","""4-5""","""21""","""right""","""complex""","""gaburatum"""
"795","A1E1XXSCJHEA3T","2","""36""","""43""","""long""","""5-5""","""36""","""left""","""complex""","""binivatrus"""
"796","A1E1XXSCJHEA3T","3","""26""","""28""","""short""","""1-4""","""28""","""right""","""simple""","""torun"""
"797","A1E1XXSCJHEA3T","4","""25""","""3""","""short""","""1-5""","""25""","""left""","""complex""","""bugorn"""
"798","A1E1XXSCJHEA3T","5","""52""","""56""","""long""","""3-5""","""52""","""right""","""complex""","""fepolopus"""
"799","A1E1XXSCJHEA3T","6","""35""","""5""","""short""","""2-5""","""35""","""right""","""complex""","""ralex"""
"800","A1E1XXSCJHEA3T","7","""41""","""48""","""short""","""3-4""","""41""","""right""","""complex""","""wugnum"""
"801","A1E2RDWW4S1K84","0","""26""","""48""","""short""","""3-4""","""48""","""left""","""simple""","""lopus"""
"802","A1E2RDWW4S1K84","1","""38""","""22""","""short""","""2-5""","""22""","""right""","""simple""","""torun"""
"803","A1E2RDWW4S1K84","2","""23""","""11""","""long""","""4-4""","""11""","""right""","""simple""","""tupabugorn"""
"804","A1E2RDWW4S1K84","3","""56""","""2""","""long""","""2-3""","""56""","""left""","""complex""","""binivatrus"""
"805","A1E2RDWW4S1K84","4","""32""","""14""","""long""","""5-5""","""32""","""right""","""complex""","""pakuwugnum"""
"806","A1E2RDWW4S1K84","5","""46""","""28""","""short""","""1-1""","""28""","""left""","""simple""","""gronan"""
"807","A1E2RDWW4S1K84","6","""39""","""1""","""short""","""3-3""","""39""","""right""","""complex""","""ralex"""
"808","A1E2RDWW4S1K84","7","""35""","""12""","""long""","""3-5""","""12""","""right""","""simple""","""gaburatum"""
"809","A1E4K9G6ZKPKX4","0","""12""","""46""","""short""","""1-3""","""12""","""right""","""complex""","""lopus"""
"810","A1E4K9G6ZKPKX4","1","""21""","""18""","""short""","""4-5""","""21""","""left""","""complex""","""gronan"""
"811","A1E4K9G6ZKPKX4","2","""47""","""22""","""long""","""2-4""","""47""","""left""","""complex""","""tupabugorn"""
"812","A1E4K9G6ZKPKX4","3","""58""","""26""","""long""","""4-4""","""26""","""right""","""simple""","""mipatorun"""
"813","A1E4K9G6ZKPKX4","4","""38""","""8""","""long""","""3-5""","""38""","""right""","""complex""","""pakuwugnum"""
"814","A1E4K9G6ZKPKX4","5","""35""","""59""","""long""","""1-5""","""59""","""left""","""simple""","""tiburalex"""
"815","A1E4K9G6ZKPKX4","6","""34""","""29""","""short""","""1-2""","""29""","""right""","""simple""","""ratum"""
"816","A1E4K9G6ZKPKX4","7","""25""","""43""","""short""","""5-5""","""43""","""right""","""simple""","""vatrus"""
"817","A1E9FL4J5CNYE8","0","""27""","""44""","""long""","""1-5""","""27""","""right""","""complex""","""kibagronan"""
"818","A1E9FL4J5CNYE8","1","""15""","""20""","""short""","""1-1""","""20""","""right""","""simple""","""ralex"""
"819","A1E9FL4J5CNYE8","2","""32""","""25""","""short""","""5-5""","""32""","""left""","""complex""","""vatrus"""
"820","A1E9FL4J5CNYE8","3","""53""","""23""","""long""","""4-5""","""23""","""right""","""simple""","""fepolopus"""
"821","A1E9FL4J5CNYE8","4","""4""","""13""","""long""","""1-2""","""13""","""right""","""simple""","""pakuwugnum"""
"822","A1E9FL4J5CNYE8","5","""33""","""9""","""short""","""2-5""","""33""","""left""","""complex""","""torun"""
"823","A1E9FL4J5CNYE8","6","""40""","""5""","""short""","""2-3""","""5""","""right""","""simple""","""bugorn"""
"824","A1E9FL4J5CNYE8","7","""11""","""49""","""long""","""2-4""","""11""","""left""","""complex""","""gaburatum"""
"825","A1EEE73P69EIBZ","0","""25""","""18""","""short""","""4-5""","""18""","""left""","""simple""","""wugnum"""
"826","A1EEE73P69EIBZ","1","""9""","""57""","""long""","""1-2""","""57""","""left""","""simple""","""fepolopus"""
"827","A1EEE73P69EIBZ","2","""14""","""17""","""long""","""2-5""","""17""","""right""","""simple""","""binivatrus"""
"828","A1EEE73P69EIBZ","3","""31""","""7""","""short""","""3-4""","""7""","""right""","""simple""","""ratum"""
"829","A1EEE73P69EIBZ","4","""56""","""16""","""long""","""3-3""","""56""","""right""","""complex""","""tiburalex"""
"830","A1EEE73P69EIBZ","5","""27""","""54""","""short""","""1-5""","""54""","""right""","""simple""","""torun"""
"831","A1EEE73P69EIBZ","6","""55""","""34""","""short""","""2-2""","""55""","""left""","""complex""","""bugorn"""
"832","A1EEE73P69EIBZ","7","""24""","""5""","""long""","""2-3""","""5""","""right""","""simple""","""kibagronan"""
"833","A1EH9BPKYXFBS5","0","""51""","""56""","""short""","""3-4""","""51""","""right""","""complex""","""bugorn"""
"834","A1EH9BPKYXFBS5","1","""11""","""17""","""long""","""2-4""","""17""","""left""","""simple""","""tiburalex"""
"835","A1EH9BPKYXFBS5","2","""40""","""8""","""short""","""3-3""","""8""","""right""","""simple""","""gronan"""
"836","A1EH9BPKYXFBS5","3","""34""","""46""","""short""","""1-2""","""34""","""right""","""complex""","""torun"""
"837","A1EH9BPKYXFBS5","4","""47""","""42""","""long""","""4-4""","""47""","""right""","""complex""","""fepolopus"""
"838","A1EH9BPKYXFBS5","5","""23""","""28""","""short""","""1-4""","""23""","""left""","""complex""","""wugnum"""
"839","A1EH9BPKYXFBS5","6","""36""","""55""","""long""","""2-5""","""55""","""right""","""simple""","""gaburatum"""
"840","A1EH9BPKYXFBS5","7","""4""","""10""","""long""","""2-2""","""10""","""right""","""simple""","""binivatrus"""
"841","A1EJ0RHN91M42Q","0","""24""","""60""","""short""","""3-3""","""24""","""right""","""complex""","""wugnum"""
"842","A1EJ0RHN91M42Q","1","""50""","""5""","""short""","""2-3""","""5""","""left""","""simple""","""vatrus"""
"843","A1EJ0RHN91M42Q","2","""38""","""57""","""long""","""1-5""","""57""","""right""","""simple""","""tiburalex"""
"844","A1EJ0RHN91M42Q","3","""47""","""1""","""long""","""3-4""","""47""","""left""","""complex""","""tupabugorn"""
"845","A1EJ0RHN91M42Q","4","""25""","""27""","""long""","""5-5""","""27""","""right""","""simple""","""gaburatum"""
"846","A1EJ0RHN91M42Q","5","""45""","""28""","""long""","""1-4""","""45""","""left""","""complex""","""kibagronan"""
"847","A1EJ0RHN91M42Q","6","""14""","""40""","""short""","""3-5""","""40""","""right""","""simple""","""torun"""
"848","A1EJ0RHN91M42Q","7","""23""","""42""","""short""","""4-4""","""23""","""right""","""complex""","""lopus"""
"849","A1EM7VA5QR98U2","0","""47""","""58""","""short""","""4-4""","""47""","""left""","""complex""","""gronan"""
"850","A1EM7VA5QR98U2","1","""42""","""3""","""long""","""1-4""","""42""","""left""","""complex""","""tiburalex"""
"851","A1EM7VA5QR98U2","2","""14""","""19""","""short""","""1-5""","""14""","""right""","""complex""","""wugnum"""
"852","A1EM7VA5QR98U2","3","""11""","""60""","""short""","""3-4""","""11""","""right""","""complex""","""vatrus"""
"853","A1EM7VA5QR98U2","4","""35""","""4""","""long""","""2-5""","""4""","""right""","""simple""","""fepolopus"""
"854","A1EM7VA5QR98U2","5","""32""","""18""","""long""","""4-5""","""32""","""left""","""complex""","""mipatorun"""
"855","A1EM7VA5QR98U2","6","""2""","""9""","""long""","""2-2""","""9""","""right""","""simple""","""tupabugorn"""
"856","A1EM7VA5QR98U2","7","""8""","""29""","""short""","""1-3""","""29""","""left""","""simple""","""ratum"""
"857","A1EP7GUOSMBCYH","0","""41""","""55""","""short""","""2-4""","""55""","""right""","""simple""","""wugnum"""
"858","A1EP7GUOSMBCYH","1","""25""","""10""","""long""","""2-5""","""10""","""left""","""simple""","""binivatrus"""
"859","A1EP7GUOSMBCYH","2","""48""","""7""","""short""","""3-3""","""7""","""right""","""simple""","""lopus"""
"860","A1EP7GUOSMBCYH","3","""34""","""29""","""short""","""1-2""","""29""","""left""","""simple""","""bugorn"""
"861","A1EP7GUOSMBCYH","4","""32""","""14""","""long""","""5-5""","""32""","""right""","""complex""","""tiburalex"""
"862","A1EP7GUOSMBCYH","5","""45""","""13""","""long""","""1-4""","""13""","""left""","""simple""","""gaburatum"""
"863","A1EP7GUOSMBCYH","6","""43""","""44""","""short""","""1-5""","""44""","""left""","""simple""","""gronan"""
"864","A1EP7GUOSMBCYH","7","""24""","""49""","""long""","""2-3""","""49""","""right""","""simple""","""mipatorun"""
"865","A1ESCPVSM3GQ95","0","""42""","""16""","""long""","""3-4""","""42""","""right""","""complex""","""tiburalex"""
"866","A1ESCPVSM3GQ95","1","""52""","""13""","""short""","""1-5""","""52""","""left""","""complex""","""vatrus"""
"867","A1ESCPVSM3GQ95","2","""43""","""47""","""long""","""4-5""","""43""","""right""","""complex""","""kibagronan"""
"868","A1ESCPVSM3GQ95","3","""19""","""15""","""long""","""1-1""","""19""","""left""","""complex""","""tupabugorn"""
"869","A1ESCPVSM3GQ95","4","""4""","""5""","""short""","""2-2""","""4""","""left""","""complex""","""ratum"""
"870","A1ESCPVSM3GQ95","5","""12""","""24""","""long""","""3-3""","""24""","""right""","""simple""","""mipatorun"""
"871","A1ESCPVSM3GQ95","6","""35""","""39""","""short""","""3-5""","""39""","""right""","""simple""","""wugnum"""
"872","A1ESCPVSM3GQ95","7","""53""","""49""","""short""","""2-5""","""49""","""right""","""simple""","""lopus"""
"873","A1F0HIZYHTCJRB","0","""16""","""40""","""long""","""3-3""","""16""","""left""","""complex""","""binivatrus"""
"874","A1F0HIZYHTCJRB","1","""23""","""59""","""short""","""1-4""","""59""","""right""","""simple""","""torun"""
"875","A1F0HIZYHTCJRB","2","""38""","""42""","""short""","""4-5""","""38""","""right""","""complex""","""ratum"""
"876","A1F0HIZYHTCJRB","3","""52""","""3""","""long""","""1-5""","""52""","""left""","""complex""","""fepolopus"""
"877","A1F0HIZYHTCJRB","4","""36""","""32""","""short""","""5-5""","""32""","""left""","""simple""","""wugnum"""
"878","A1F0HIZYHTCJRB","5","""31""","""60""","""long""","""3-4""","""60""","""left""","""simple""","""tupabugorn"""
"879","A1F0HIZYHTCJRB","6","""30""","""45""","""long""","""4-4""","""30""","""right""","""complex""","""tiburalex"""
"880","A1F0HIZYHTCJRB","7","""54""","""19""","""short""","""1-1""","""19""","""right""","""simple""","""gronan"""
"881","A1F3U7H8H9JYIL","0","""21""","""56""","""short""","""3-5""","""21""","""left""","""complex""","""ratum"""
"882","A1F3U7H8H9JYIL","1","""35""","""32""","""short""","""5-5""","""35""","""right""","""complex""","""lopus"""
"883","A1F3U7H8H9JYIL","2","""40""","""19""","""long""","""1-3""","""40""","""left""","""complex""","""tiburalex"""
"884","A1F3U7H8H9JYIL","3","""60""","""49""","""long""","""2-3""","""49""","""right""","""simple""","""mipatorun"""
"885","A1F3U7H8H9JYIL","4","""30""","""59""","""long""","""1-4""","""59""","""left""","""simple""","""pakuwugnum"""
"886","A1F3U7H8H9JYIL","5","""2""","""6""","""long""","""2-2""","""6""","""left""","""simple""","""kibagronan"""
"887","A1F3U7H8H9JYIL","6","""5""","""28""","""short""","""1-2""","""28""","""left""","""simple""","""bugorn"""
"888","A1F3U7H8H9JYIL","7","""53""","""55""","""short""","""2-5""","""55""","""right""","""simple""","""vatrus"""
"889","A1F435Q0CPCZSD","0","""45""","""24""","""long""","""3-4""","""45""","""right""","""complex""","""mipatorun"""
"890","A1F435Q0CPCZSD","1","""7""","""3""","""short""","""1-3""","""3""","""left""","""simple""","""wugnum"""
"891","A1F435Q0CPCZSD","2","""12""","""5""","""short""","""2-3""","""12""","""left""","""complex""","""ratum"""
"892","A1F435Q0CPCZSD","3","""53""","""46""","""short""","""1-5""","""53""","""left""","""complex""","""lopus"""
"893","A1F435Q0CPCZSD","4","""54""","""13""","""long""","""1-1""","""54""","""right""","""complex""","""tupabugorn"""
"894","A1F435Q0CPCZSD","5","""36""","""56""","""long""","""3-5""","""36""","""right""","""complex""","""binivatrus"""
"895","A1F435Q0CPCZSD","6","""42""","""4""","""short""","""2-4""","""42""","""right""","""complex""","""gronan"""
"896","A1F435Q0CPCZSD","7","""60""","""16""","""long""","""3-3""","""16""","""left""","""simple""","""tiburalex"""
"897","A1F5DF9HT1J4MY","0","""8""","""16""","""long""","""3-3""","""16""","""right""","""simple""","""kibagronan"""
"898","A1F5DF9HT1J4MY","1","""44""","""57""","""long""","""1-1""","""44""","""left""","""complex""","""tiburalex"""
"899","A1F5DF9HT1J4MY","2","""31""","""54""","""short""","""1-4""","""54""","""left""","""simple""","""lopus"""
"900","A1F5DF9HT1J4MY","3","""43""","""21""","""long""","""5-5""","""43""","""left""","""complex""","""binivatrus"""
"901","A1F5DF9HT1J4MY","4","""55""","""29""","""short""","""1-2""","""55""","""left""","""complex""","""ratum"""
"902","A1F5DF9HT1J4MY","5","""60""","""34""","""long""","""2-3""","""60""","""right""","""complex""","""tupabugorn"""
"903","A1F5DF9HT1J4MY","6","""40""","""20""","""short""","""1-3""","""20""","""right""","""simple""","""wugnum"""
"904","A1F5DF9HT1J4MY","7","""58""","""56""","""short""","""3-4""","""58""","""right""","""complex""","""torun"""
"905","A1F7QPCDLB33YN","0","""45""","""28""","""short""","""1-4""","""45""","""right""","""complex""","""wugnum"""
"906","A1F7QPCDLB33YN","1","""26""","""49""","""long""","""2-4""","""49""","""right""","""simple""","""mipatorun"""
"907","A1F7QPCDLB33YN","2","""24""","""16""","""short""","""3-3""","""16""","""right""","""simple""","""ralex"""
"908","A1F7QPCDLB33YN","3","""53""","""34""","""short""","""2-5""","""34""","""right""","""simple""","""ratum"""
"909","A1F7QPCDLB33YN","4","""59""","""29""","""short""","""1-1""","""29""","""left""","""simple""","""bugorn"""
"910","A1F7QPCDLB33YN","5","""5""","""3""","""long""","""1-2""","""5""","""left""","""complex""","""binivatrus"""
"911","A1F7QPCDLB33YN","6","""42""","""40""","""long""","""3-4""","""40""","""right""","""simple""","""fepolopus"""
"912","A1F7QPCDLB33YN","7","""39""","""4""","""long""","""2-3""","""39""","""left""","""complex""","""kibagronan"""
"913","A1F991VPHVNIVC","0","""38""","""28""","""short""","""1-5""","""28""","""left""","""simple""","""vatrus"""
"914","A1F991VPHVNIVC","1","""29""","""57""","""long""","""1-1""","""57""","""right""","""simple""","""gaburatum"""
"915","A1F991VPHVNIVC","2","""41""","""49""","""short""","""2-4""","""41""","""right""","""complex""","""gronan"""
"916","A1F991VPHVNIVC","3","""52""","""34""","""short""","""2-5""","""52""","""right""","""complex""","""ralex"""
"917","A1F991VPHVNIVC","4","""6""","""20""","""long""","""1-2""","""20""","""left""","""simple""","""tupabugorn"""
"918","A1F991VPHVNIVC","5","""12""","""48""","""long""","""3-3""","""48""","""right""","""simple""","""fepolopus"""
